fiveYearsProperty,subway,communityAverage,tradeTime
1.0,1.0,54424.0,20140104.0
1.0,1.0,84031.0,20160917.0
1.0,1.0,80462.0,20151101.0
1.0,1.0,78980.0,20150329.0
0.0,1.0,102521.0,20170319.0
1.0,1.0,79511.0,20120314.0
1.0,1.0,95392.0,20170218.0
1.0,1.0,99381.0,20160627.0
1.0,0.0,92338.0,20140113.0
1.0,1.0,93106.0,20170109.0
1.0,1.0,85287.0,20170908.0
0.0,1.0,93293.0,20160920.0
1.0,1.0,85681.0,20170507.0
1.0,0.0,89869.0,20160611.0
1.0,1.0,107168.0,20150326.0
0.0,1.0,35977.0,20121227.0
0.0,1.0,66495.0,20160228.0
1.0,0.0,97522.0,20160831.0
1.0,1.0,97649.0,20141130.0
1.0,1.0,112082.0,20150511.0
1.0,1.0,71761.0,20130831.0
0.0,1.0,104629.0,20160712.0
0.0,1.0,122763.0,20160725.0
1.0,1.0,84214.0,20160229.0
0.0,1.0,87809.0,20161216.0
1.0,1.0,94379.0,20170304.0
1.0,1.0,91208.0,20170822.0
1.0,1.0,92522.0,20121101.0
1.0,1.0,95392.0,20160326.0
1.0,1.0,78197.0,20161227.0
1.0,1.0,81362.0,20160807.0
1.0,1.0,85262.0,20160319.0
1.0,1.0,65928.0,20160805.0
1.0,1.0,80128.0,20130901.0
1.0,1.0,125082.0,20150720.0
0.0,1.0,122883.0,20160221.0
1.0,1.0,91656.0,20151024.0
1.0,1.0,118435.0,20160424.0
1.0,1.0,81362.0,20170820.0
0.0,1.0,93182.0,20160409.0
1.0,1.0,109937.0,20120319.0
0.0,1.0,106017.0,20170716.0
1.0,1.0,103869.0,20150703.0
1.0,1.0,86380.0,20160715.0
0.0,1.0,97522.0,20170725.0
1.0,1.0,87411.0,20171213.0
0.0,0.0,97522.0,20120621.0
1.0,1.0,80845.0,20161227.0
0.0,1.0,87809.0,20161022.0
1.0,1.0,91391.0,20160922.0
1.0,1.0,87426.0,20160905.0
1.0,0.0,88660.0,20161130.0
1.0,1.0,87505.0,20150630.0
0.0,1.0,89618.0,20151219.0
1.0,1.0,81849.0,20160718.0
0.0,1.0,62724.0,20161205.0
1.0,1.0,67507.0,20160130.0
1.0,1.0,97616.0,20160304.0
1.0,0.0,92359.0,20140228.0
1.0,1.0,79511.0,20150612.0
1.0,1.0,79773.0,20171109.0
1.0,1.0,96498.0,20170424.0
1.0,1.0,100166.0,20141031.0
0.0,1.0,96269.0,20160919.0
0.0,0.0,79873.0,20151220.0
1.0,1.0,98739.0,20170316.0
0.0,1.0,74909.0,20121031.0
1.0,1.0,93124.0,20170118.0
1.0,1.0,97705.0,20171122.0
1.0,1.0,95294.0,20160623.0
1.0,1.0,80845.0,20150327.0
0.0,1.0,57540.0,20170309.0
1.0,1.0,90270.0,20160226.0
1.0,1.0,104629.0,20130203.0
0.0,1.0,84031.0,20150120.0
0.0,1.0,91512.0,20160510.0
0.0,1.0,103883.0,20160913.0
1.0,1.0,78590.0,20171012.0
1.0,1.0,97274.0,20150503.0
0.0,1.0,78235.0,20160919.0
1.0,1.0,87426.0,20150511.0
1.0,1.0,120834.0,20161023.0
1.0,1.0,62467.0,20160520.0
0.0,1.0,92427.0,20160627.0
0.0,1.0,97522.0,20150501.0
0.0,1.0,97649.0,20161204.0
0.0,1.0,78235.0,20170104.0
1.0,0.0,112051.0,20170910.0
0.0,1.0,78235.0,20170528.0
1.0,0.0,84131.0,20150723.0
1.0,1.0,92742.0,20150502.0
0.0,1.0,84368.0,20161031.0
0.0,1.0,84368.0,20160108.0
0.0,1.0,81849.0,20160727.0
1.0,1.0,93124.0,20140515.0
1.0,1.0,96040.0,20160109.0
0.0,0.0,86880.0,20170316.0
1.0,1.0,85073.0,20150308.0
1.0,1.0,82323.0,20160331.0
0.0,0.0,79873.0,20170124.0
0.0,1.0,90389.0,20160928.0
0.0,0.0,96040.0,20150115.0
1.0,1.0,111182.0,20160305.0
1.0,1.0,87048.0,20170313.0
1.0,1.0,116842.0,20170729.0
1.0,1.0,85092.0,20141016.0
1.0,1.0,96491.0,20151122.0
1.0,1.0,101249.0,20160930.0
0.0,1.0,66495.0,20150508.0
1.0,1.0,102521.0,20150408.0
1.0,1.0,93293.0,20170104.0
1.0,1.0,54424.0,20160817.0
0.0,1.0,63863.0,20160620.0
1.0,1.0,85092.0,20170228.0
0.0,1.0,97139.0,20141212.0
1.0,1.0,83169.0,20160307.0
1.0,1.0,123223.0,20151209.0
0.0,1.0,67927.0,20170907.0
0.0,1.0,62010.0,20170223.0
1.0,1.0,100713.0,20150613.0
1.0,1.0,87426.0,20160619.0
0.0,1.0,112709.0,20150321.0
1.0,1.0,100713.0,20150409.0
1.0,0.0,84458.0,20130512.0
0.0,1.0,94155.0,20160916.0
1.0,1.0,90270.0,20170225.0
0.0,1.0,104991.0,20150726.0
0.0,1.0,102666.0,20160605.0
1.0,1.0,71761.0,20160227.0
1.0,1.0,88092.0,20161023.0
1.0,1.0,73675.0,20161015.0
1.0,1.0,78593.0,20160424.0
1.0,1.0,106452.0,20170810.0
1.0,1.0,79938.0,20130311.0
1.0,1.0,85681.0,20150212.0
0.0,1.0,106634.0,20160728.0
1.0,1.0,94958.0,20160820.0
1.0,1.0,75365.0,20150503.0
0.0,1.0,122883.0,20121023.0
1.0,1.0,91656.0,20150322.0
0.0,1.0,105084.0,20170306.0
1.0,1.0,87411.0,20171005.0
1.0,1.0,85073.0,20150815.0
0.0,1.0,81387.0,20161225.0
1.0,1.0,126043.0,20170208.0
1.0,1.0,97882.0,20160824.0
0.0,1.0,90437.0,20160830.0
1.0,1.0,85287.0,20160609.0
0.0,1.0,83169.0,20170327.0
0.0,1.0,74909.0,20171221.0
1.0,1.0,120447.0,20150810.0
1.0,1.0,78286.0,20160824.0
0.0,1.0,66495.0,20121230.0
1.0,0.0,100166.0,20171028.0
1.0,1.0,67927.0,20150417.0
1.0,1.0,85092.0,20171206.0
0.0,1.0,60459.0,20170118.0
1.0,1.0,106634.0,20140609.0
1.0,0.0,84031.0,20170227.0
1.0,1.0,101646.0,20151121.0
0.0,1.0,93293.0,20170303.0
1.0,1.0,99446.0,20150808.0
1.0,1.0,85287.0,20141114.0
1.0,1.0,105500.0,20170227.0
1.0,1.0,102831.0,20160313.0
1.0,1.0,91842.0,20141031.0
0.0,1.0,89520.0,20160914.0
1.0,1.0,112331.0,20140820.0
1.0,1.0,85092.0,20170726.0
0.0,1.0,73922.0,20170419.0
1.0,1.0,78593.0,20170120.0
1.0,1.0,82623.0,20150329.0
1.0,1.0,107682.0,20170122.0
0.0,1.0,96498.0,20150123.0
1.0,1.0,103813.0,20160804.0
1.0,1.0,97274.0,20141013.0
1.0,1.0,95294.0,20150313.0
1.0,1.0,87411.0,20160616.0
1.0,1.0,66784.0,20171207.0
1.0,1.0,106452.0,20170215.0
1.0,1.0,94958.0,20150119.0
0.0,1.0,94542.0,20160925.0
0.0,1.0,92516.0,20170322.0
1.0,1.0,69605.0,20170308.0
0.0,1.0,114742.0,20171204.0
1.0,1.0,84368.0,20160831.0
1.0,1.0,81362.0,20150420.0
0.0,1.0,66784.0,20160916.0
1.0,1.0,98872.0,20150412.0
0.0,1.0,59499.0,20111031.0
1.0,1.0,112082.0,20150405.0
1.0,0.0,92041.0,20150613.0
1.0,1.0,97522.0,20170716.0
1.0,1.0,92162.0,20170324.0
1.0,1.0,74909.0,20170118.0
0.0,1.0,78593.0,20170527.0
1.0,1.0,96498.0,20121128.0
1.0,1.0,82323.0,20160710.0
1.0,1.0,97882.0,20170326.0
0.0,1.0,81849.0,20170121.0
0.0,1.0,94156.0,20140607.0
1.0,1.0,137036.0,20160218.0
1.0,1.0,93124.0,20150712.0
0.0,1.0,79490.0,20160912.0
1.0,1.0,117682.0,20170917.0
1.0,1.0,74909.0,20150320.0
1.0,1.0,85287.0,20151208.0
0.0,1.0,75365.0,20130322.0
1.0,1.0,87809.0,20160617.0
1.0,1.0,61243.0,20160916.0
1.0,1.0,92522.0,20160424.0
1.0,1.0,104777.0,20160823.0
0.0,1.0,79901.0,20170828.0
0.0,1.0,87189.0,20161231.0
1.0,1.0,105084.0,20160201.0
0.0,0.0,92359.0,20160928.0
1.0,1.0,87137.0,20160814.0
1.0,1.0,63863.0,20160714.0
1.0,1.0,92246.0,20170910.0
1.0,1.0,85855.0,20160407.0
0.0,1.0,90270.0,20150708.0
0.0,1.0,104629.0,20170823.0
0.0,1.0,62167.0,20170212.0
0.0,1.0,84031.0,20170107.0
1.0,1.0,126398.0,20160625.0
0.0,1.0,102521.0,20170729.0
0.0,1.0,112536.0,20160809.0
1.0,1.0,95392.0,20171115.0
1.0,0.0,89869.0,20170918.0
1.0,1.0,117682.0,20150604.0
0.0,1.0,61681.0,20171217.0
1.0,0.0,84947.0,20131230.0
0.0,1.0,110027.0,20161127.0
1.0,1.0,72246.0,20150131.0
0.0,0.0,112184.0,20161216.0
0.0,1.0,96969.0,20160921.0
1.0,1.0,92522.0,20170218.0
0.0,1.0,110212.0,20120608.0
1.0,1.0,89013.0,20170904.0
1.0,1.0,87426.0,20170105.0
1.0,1.0,102029.0,20160517.0
0.0,1.0,69605.0,20171012.0
1.0,0.0,84458.0,20161204.0
1.0,1.0,85681.0,20161108.0
0.0,1.0,117682.0,20121215.0
1.0,1.0,61681.0,20171102.0
0.0,1.0,121707.0,20161206.0
0.0,1.0,57540.0,20170330.0
1.0,1.0,74909.0,20160131.0
0.0,1.0,78235.0,20160529.0
0.0,1.0,79901.0,20160728.0
1.0,1.0,90665.0,20111225.0
1.0,1.0,103018.0,20170504.0
0.0,1.0,94968.0,20140330.0
0.0,1.0,101657.0,20170912.0
1.0,1.0,67515.0,20150228.0
1.0,1.0,56000.0,20160818.0
1.0,0.0,71858.0,20170211.0
1.0,1.0,69605.0,20151218.0
1.0,1.0,94514.0,20150314.0
1.0,1.0,57540.0,20170118.0
0.0,1.0,81387.0,20170712.0
1.0,1.0,81849.0,20160901.0
0.0,1.0,104777.0,20131008.0
1.0,1.0,102103.0,20161214.0
1.0,1.0,99655.0,20170219.0
1.0,1.0,61550.0,20150603.0
0.0,1.0,77289.0,20131029.0
0.0,1.0,96498.0,20160911.0
1.0,1.0,89698.0,20151108.0
1.0,0.0,87426.0,20150413.0
1.0,1.0,128168.0,20160731.0
1.0,1.0,95392.0,20141130.0
1.0,1.0,54424.0,20160123.0
0.0,1.0,120447.0,20160906.0
1.0,1.0,90665.0,20160228.0
0.0,1.0,96040.0,20150331.0
0.0,1.0,97463.0,20160804.0
0.0,1.0,90665.0,20170212.0
1.0,1.0,66402.0,20160911.0
0.0,1.0,97522.0,20120928.0
0.0,0.0,107168.0,20160328.0
1.0,1.0,104629.0,20121211.0
1.0,1.0,92522.0,20151108.0
1.0,1.0,95392.0,20150927.0
0.0,1.0,91391.0,20160110.0
0.0,1.0,85681.0,20170209.0
1.0,1.0,97882.0,20150829.0
1.0,0.0,84672.0,20160303.0
1.0,1.0,59499.0,20130306.0
0.0,1.0,85514.0,20160703.0
0.0,1.0,116904.0,20150421.0
1.0,1.0,102029.0,20170714.0
0.0,1.0,120447.0,20160914.0
1.0,1.0,126043.0,20150712.0
0.0,1.0,79511.0,20170220.0
1.0,0.0,84031.0,20151009.0
0.0,1.0,60459.0,20170407.0
1.0,1.0,94968.0,20170216.0
1.0,1.0,95392.0,20160313.0
1.0,0.0,88660.0,20150509.0
0.0,1.0,101657.0,20161227.0
1.0,1.0,104751.0,20151208.0
0.0,1.0,73524.0,20150118.0
1.0,1.0,86380.0,20141207.0
1.0,1.0,99655.0,20150923.0
1.0,1.0,73703.0,20160329.0
1.0,1.0,120834.0,20131017.0
0.0,1.0,78235.0,20161228.0
1.0,1.0,117682.0,20161226.0
1.0,1.0,95392.0,20160602.0
1.0,1.0,63088.0,20161130.0
0.0,1.0,75365.0,20150722.0
1.0,1.0,81193.0,20151219.0
1.0,1.0,90003.0,20160830.0
0.0,0.0,79873.0,20140315.0
1.0,1.0,70154.0,20160313.0
1.0,1.0,96040.0,20171118.0
1.0,1.0,90003.0,20170111.0
1.0,0.0,107168.0,20170115.0
0.0,1.0,129091.0,20150313.0
0.0,1.0,96498.0,20161219.0
0.0,1.0,85557.0,20171118.0
0.0,1.0,94155.0,20160922.0
0.0,1.0,117682.0,20161120.0
1.0,0.0,92359.0,20151001.0
1.0,1.0,84921.0,20170228.0
1.0,1.0,80941.0,20150114.0
1.0,0.0,84031.0,20150818.0
1.0,1.0,122506.0,20161217.0
1.0,1.0,91842.0,20151005.0
1.0,1.0,123223.0,20160927.0
1.0,1.0,63863.0,20171019.0
0.0,1.0,126398.0,20171207.0
1.0,1.0,63863.0,20171217.0
1.0,1.0,96498.0,20150409.0
1.0,1.0,97274.0,20150429.0
1.0,1.0,75950.0,20170109.0
0.0,1.0,90665.0,20170721.0
1.0,1.0,73703.0,20150301.0
1.0,1.0,94514.0,20160618.0
0.0,1.0,122763.0,20171119.0
1.0,1.0,87809.0,20170224.0
0.0,1.0,78235.0,20170222.0
1.0,1.0,93519.0,20161221.0
1.0,1.0,96997.0,20151107.0
0.0,0.0,107168.0,20160826.0
1.0,1.0,71466.0,20130615.0
0.0,1.0,80845.0,20160625.0
1.0,1.0,97747.0,20160824.0
1.0,1.0,78235.0,20160626.0
1.0,1.0,82971.0,20170204.0
0.0,0.0,87426.0,20121121.0
1.0,1.0,95294.0,20120331.0
1.0,1.0,103883.0,20170304.0
1.0,1.0,73703.0,20151007.0
1.0,1.0,104751.0,20170612.0
1.0,1.0,65274.0,20161016.0
1.0,1.0,94514.0,20150412.0
0.0,0.0,92359.0,20171205.0
1.0,1.0,79511.0,20150523.0
0.0,1.0,87155.0,20121230.0
1.0,1.0,74909.0,20170222.0
1.0,1.0,95102.0,20121029.0
1.0,1.0,80941.0,20160607.0
1.0,1.0,97078.0,20150516.0
1.0,1.0,84458.0,20160623.0
1.0,1.0,97522.0,20170113.0
0.0,1.0,65928.0,20160501.0
0.0,1.0,96498.0,20120929.0
1.0,1.0,66495.0,20160612.0
0.0,0.0,87426.0,20160217.0
1.0,1.0,103869.0,20150702.0
1.0,1.0,84932.0,20150211.0
0.0,1.0,54103.0,20160321.0
1.0,1.0,87076.0,20170220.0
1.0,1.0,101657.0,20151128.0
0.0,1.0,106452.0,20160710.0
1.0,1.0,128851.0,20150323.0
1.0,1.0,91725.0,20160918.0
1.0,1.0,108304.0,20171111.0
0.0,1.0,105084.0,20161002.0
1.0,0.0,100166.0,20150417.0
0.0,1.0,97747.0,20161201.0
0.0,1.0,95392.0,20161026.0
0.0,1.0,67515.0,20160927.0
1.0,1.0,92522.0,20160825.0
1.0,1.0,108304.0,20130930.0
0.0,1.0,86883.0,20161231.0
1.0,1.0,90389.0,20170224.0
0.0,1.0,78235.0,20160516.0
0.0,1.0,67507.0,20130311.0
1.0,1.0,94514.0,20170828.0
1.0,1.0,84921.0,20171217.0
1.0,1.0,75365.0,20131231.0
0.0,1.0,85073.0,20160511.0
1.0,1.0,90003.0,20170904.0
0.0,1.0,85514.0,20160829.0
1.0,1.0,80941.0,20170514.0
0.0,1.0,91970.0,20171207.0
1.0,1.0,84932.0,20170906.0
1.0,0.0,96040.0,20150827.0
1.0,0.0,92359.0,20170915.0
1.0,1.0,92359.0,20150418.0
1.0,1.0,66495.0,20150110.0
1.0,1.0,91208.0,20170607.0
0.0,1.0,97522.0,20160724.0
0.0,1.0,110212.0,20171224.0
1.0,1.0,67515.0,20160312.0
0.0,1.0,118631.0,20140421.0
1.0,1.0,75365.0,20151101.0
1.0,1.0,102667.0,20150314.0
0.0,1.0,83749.0,20170315.0
1.0,1.0,78286.0,20150406.0
1.0,1.0,85557.0,20171125.0
1.0,1.0,130725.0,20160926.0
1.0,1.0,96040.0,20160721.0
0.0,1.0,89618.0,20170221.0
1.0,1.0,111567.0,20160621.0
1.0,1.0,88580.0,20170319.0
0.0,1.0,101703.0,20160712.0
1.0,1.0,90665.0,20150517.0
1.0,1.0,56462.0,20151021.0
1.0,1.0,67507.0,20170707.0
1.0,1.0,85466.0,20121011.0
1.0,1.0,125082.0,20161207.0
1.0,1.0,94155.0,20160817.0
0.0,1.0,93293.0,20160918.0
1.0,1.0,84458.0,20161016.0
1.0,1.0,78235.0,20161228.0
0.0,1.0,85514.0,20170217.0
1.0,0.0,93124.0,20160330.0
1.0,1.0,114033.0,20120505.0
1.0,1.0,89618.0,20160101.0
1.0,1.0,74909.0,20130831.0
0.0,1.0,106634.0,20160918.0
1.0,1.0,114157.0,20140731.0
0.0,1.0,106452.0,20170828.0
1.0,1.0,100166.0,20150905.0
1.0,1.0,76567.0,20170916.0
0.0,1.0,83169.0,20170207.0
1.0,1.0,117682.0,20170912.0
0.0,1.0,85287.0,20160811.0
1.0,1.0,56462.0,20160906.0
1.0,1.0,86883.0,20160225.0
1.0,1.0,112051.0,20131006.0
1.0,1.0,103018.0,20150501.0
1.0,1.0,74909.0,20140915.0
1.0,1.0,97830.0,20151213.0
0.0,1.0,69812.0,20170305.0
1.0,1.0,93182.0,20170523.0
1.0,1.0,93124.0,20150831.0
1.0,1.0,121707.0,20151203.0
1.0,1.0,85681.0,20150531.0
0.0,0.0,87426.0,20170221.0
1.0,1.0,76584.0,20171203.0
1.0,1.0,85287.0,20151115.0
0.0,1.0,71761.0,20170227.0
0.0,1.0,123223.0,20160826.0
1.0,1.0,85073.0,20151213.0
1.0,1.0,93124.0,20150519.0
1.0,1.0,97830.0,20160701.0
1.0,1.0,106634.0,20160721.0
1.0,1.0,104557.0,20161216.0
0.0,1.0,92522.0,20140222.0
0.0,1.0,93519.0,20170107.0
1.0,1.0,78235.0,20170116.0
0.0,1.0,88828.0,20170827.0
0.0,1.0,98666.0,20160909.0
1.0,1.0,90413.0,20121216.0
1.0,1.0,96997.0,20170223.0
0.0,1.0,82541.0,20170913.0
1.0,1.0,71761.0,20150530.0
1.0,1.0,79901.0,20120614.0
1.0,1.0,98739.0,20160804.0
1.0,1.0,74909.0,20160131.0
1.0,1.0,78593.0,20160101.0
0.0,1.0,86380.0,20170904.0
0.0,1.0,63088.0,20161119.0
0.0,1.0,81193.0,20170218.0
1.0,1.0,71761.0,20150419.0
0.0,1.0,104629.0,20160926.0
1.0,1.0,93519.0,20150531.0
1.0,1.0,66784.0,20131231.0
1.0,1.0,108304.0,20171210.0
0.0,1.0,95392.0,20121101.0
1.0,1.0,96140.0,20160907.0
1.0,1.0,85073.0,20151011.0
1.0,1.0,117682.0,20170614.0
0.0,1.0,94514.0,20130117.0
1.0,1.0,85178.0,20170823.0
1.0,1.0,85681.0,20151031.0
1.0,1.0,117682.0,20150531.0
0.0,1.0,88516.0,20171122.0
1.0,1.0,75365.0,20150331.0
1.0,1.0,105500.0,20170419.0
0.0,1.0,79938.0,20150110.0
1.0,1.0,107682.0,20140828.0
1.0,1.0,84031.0,20151108.0
1.0,1.0,79901.0,20170412.0
1.0,1.0,83749.0,20151114.0
